product_id,product_name,category,subcategory,brand,base_price,unit_cost,launch_date,reorder_priority
551,FreshMint Bath Item 551,Personal Care,Bath,FreshMint,14.76,6.73,2023-09-01,Medium
552,GlowUp Bath Item 552,Personal Care,Bath,GlowUp,22.0,14.31,2023-06-03,Low
553,CarePlus Bath Item 553,Personal Care,Bath,CarePlus,17.6,9.94,2022-12-22,Low
554,FreshMint Bath Item 554,Personal Care,Bath,FreshMint,8.34,5.36,2021-02-27,High
555,SoftSense Bath Item 555,Personal Care,Bath,SoftSense,23.01,10.44,2022-04-26,Medium
556,GlowUp Bath Item 556,Personal Care,Bath,GlowUp,28.8,19.41,2021-11-25,Medium
557,FreshMint Bath Item 557,Personal Care,Bath,FreshMint,4.94,2.75,2021-10-07,Medium
558,GlowUp Bath Item 558,Personal Care,Bath,GlowUp,17.03,8.23,2023-06-11,Medium
559,FreshMint Bath Item 559,Personal Care,Bath,FreshMint,29.63,16.93,2021-03-22,Medium
560,SoftSense Bath Item 560,Personal Care,Bath,SoftSense,14.36,6.26,2021-05-23,Medium
561,CarePlus Bath Item 561,Personal Care,Bath,CarePlus,14.99,8.46,2021-06-22,Low
562,SoftSense Bath Item 562,Personal Care,Bath,SoftSense,18.78,12.53,2024-02-15,Medium
563,GlowUp Bath Item 563,Personal Care,Bath,GlowUp,19.06,12.81,2022-04-26,Low
564,CarePlus Bath Item 564,Personal Care,Bath,CarePlus,3.48,2.02,2022-02-10,Low
565,CarePlus Bath Item 565,Personal Care,Bath,CarePlus,34.47,17.52,2023-06-22,Medium
566,GlowUp Bath Item 566,Personal Care,Bath,GlowUp,34.86,17.69,2023-06-18,Low
567,GlowUp Bath Item 567,Personal Care,Bath,GlowUp,5.73,2.47,2023-02-27,Medium
568,SoftSense Bath Item 568,Personal Care,Bath,SoftSense,10.25,4.59,2022-12-24,High
569,CarePlus Bath Item 569,Personal Care,Bath,CarePlus,16.62,8.37,2021-11-30,Low
570,GlowUp Bath Item 570,Personal Care,Bath,GlowUp,22.26,11.18,2022-02-05,High
571,SoftSense Bath Item 571,Personal Care,Bath,SoftSense,26.91,17.5,2021-05-16,Medium
572,CarePlus Bath Item 572,Personal Care,Bath,CarePlus,16.44,10.81,2023-11-18,Medium
573,GlowUp Bath Item 573,Personal Care,Bath,GlowUp,23.61,11.58,2023-02-01,Medium
574,SoftSense Bath Item 574,Personal Care,Bath,SoftSense,26.15,17.56,2022-10-05,Medium
575,SoftSense Bath Item 575,Personal Care,Bath,SoftSense,14.67,7.67,2021-12-08,Low
576,SoftSense Bath Item 576,Personal Care,Bath,SoftSense,27.76,11.85,2024-02-10,Medium
577,FreshMint Bath Item 577,Personal Care,Bath,FreshMint,11.78,5.12,2024-10-30,Medium
578,GlowUp Bath Item 578,Personal Care,Bath,GlowUp,28.5,17.47,2023-02-13,Medium
579,SoftSense Bath Item 579,Personal Care,Bath,SoftSense,28.97,19.52,2024-01-29,High
580,GlowUp Bath Item 580,Personal Care,Bath,GlowUp,3.86,2.11,2022-02-11,Medium
581,SoftSense Bath Item 581,Personal Care,Bath,SoftSense,3.03,1.77,2022-01-28,High
582,FreshMint Bath Item 582,Personal Care,Bath,FreshMint,5.73,2.89,2025-01-09,Low
583,FreshMint Bath Item 583,Personal Care,Bath,FreshMint,7.0,3.68,2021-04-15,Low
584,CarePlus Bath Item 584,Personal Care,Bath,CarePlus,26.03,12.4,2022-01-10,Medium
585,FreshMint Bath Item 585,Personal Care,Bath,FreshMint,6.7,3.18,2021-09-10,Medium
586,SoundArc Phones Item 586,Electronics,Phones,SoundArc,379.35,305.51,2021-04-28,Low
587,NovaTech Phones Item 587,Electronics,Phones,NovaTech,54.56,42.24,2024-10-29,Medium
588,HomeWave Phones Item 588,Electronics,Phones,HomeWave,584.2,460.24,2022-03-14,High
589,HomeWave Phones Item 589,Electronics,Phones,HomeWave,306.37,223.25,2021-02-08,Medium
590,Voltix Phones Item 590,Electronics,Phones,Voltix,114.2,101.35,2021-08-10,Medium
591,Voltix Phones Item 591,Electronics,Phones,Voltix,481.54,427.74,2022-11-08,Low
592,NovaTech Phones Item 592,Electronics,Phones,NovaTech,521.76,426.59,2021-09-25,Medium
593,SoundArc Phones Item 593,Electronics,Phones,SoundArc,18.64,14.11,2022-08-01,Medium
594,SoundArc Phones Item 594,Electronics,Phones,SoundArc,221.33,181.9,2022-08-08,High
595,HomeWave Phones Item 595,Electronics,Phones,HomeWave,454.77,379.02,2023-07-07,Low
596,SoundArc Phones Item 596,Electronics,Phones,SoundArc,514.79,438.6,2024-10-22,Low
597,Voltix Phones Item 597,Electronics,Phones,Voltix,101.12,75.05,2024-12-10,Low
598,Voltix Phones Item 598,Electronics,Phones,Voltix,511.54,422.11,2022-11-26,High
599,SoundArc Phones Item 599,Electronics,Phones,SoundArc,140.07,124.34,2023-10-01,Low
600,SoundArc Phones Item 600,Electronics,Phones,SoundArc,47.36,39.01,2024-12-25,Medium
601,Voltix Phones Item 601,Electronics,Phones,Voltix,598.16,470.35,2023-03-13,Medium
602,SoundArc Phones Item 602,Electronics,Phones,SoundArc,99.28,82.04,2021-10-08,Medium
603,Voltix Phones Item 603,Electronics,Phones,Voltix,639.77,512.07,2021-06-21,Medium
604,HomeWave Phones Item 604,Electronics,Phones,HomeWave,514.79,405.94,2022-04-28,Low
605,Voltix Phones Item 605,Electronics,Phones,Voltix,222.66,191.65,2021-09-07,Medium
606,HomeWave Phones Item 606,Electronics,Phones,HomeWave,577.38,485.76,2021-02-15,High
607,NovaTech Phones Item 607,Electronics,Phones,NovaTech,49.57,37.58,2021-05-03,Low
608,NovaTech Phones Item 608,Electronics,Phones,NovaTech,259.05,208.63,2023-12-07,High
609,HomeWave Phones Item 609,Electronics,Phones,HomeWave,512.54,419.24,2022-03-24,Low
610,SoundArc Phones Item 610,Electronics,Phones,SoundArc,237.58,172.53,2022-09-19,Low
611,SoundArc Phones Item 611,Electronics,Phones,SoundArc,24.03,18.88,2023-06-25,Medium
612,HomeWave Phones Item 612,Electronics,Phones,HomeWave,342.26,283.94,2024-04-30,Medium
613,HomeWave Phones Item 613,Electronics,Phones,HomeWave,545.59,394.59,2021-07-11,Medium
614,Voltix Phones Item 614,Electronics,Phones,Voltix,117.57,100.8,2024-08-12,Medium
615,NovaTech Phones Item 615,Electronics,Phones,NovaTech,596.88,424.17,2024-02-10,Medium
616,SoundArc Phones Item 616,Electronics,Phones,SoundArc,214.5,184.65,2024-06-29,Medium
617,NovaTech Phones Item 617,Electronics,Phones,NovaTech,590.45,514.8,2022-05-25,High
618,NovaTech Phones Item 618,Electronics,Phones,NovaTech,346.08,280.54,2021-02-04,Medium
619,SoundArc Phones Item 619,Electronics,Phones,SoundArc,27.41,23.79,2021-01-25,Medium
620,HomeWave Phones Item 620,Electronics,Phones,HomeWave,30.27,24.74,2022-06-28,High
621,HomeWave Phones Item 621,Electronics,Phones,HomeWave,361.19,321.99,2024-09-28,Low
622,Voltix Phones Item 622,Electronics,Phones,Voltix,120.96,94.86,2023-11-16,Low
623,NovaTech Phones Item 623,Electronics,Phones,NovaTech,625.57,568.17,2021-11-14,High
624,SoundArc Phones Item 624,Electronics,Phones,SoundArc,49.69,38.05,2023-08-12,High
625,SoundArc Phones Item 625,Electronics,Phones,SoundArc,582.29,445.49,2024-11-06,Medium
626,NovaTech Phones Item 626,Electronics,Phones,NovaTech,618.2,555.52,2023-12-08,Medium
627,NovaTech Phones Item 627,Electronics,Phones,NovaTech,517.06,432.24,2021-02-27,High
628,Voltix Phones Item 628,Electronics,Phones,Voltix,578.85,532.31,2021-02-23,Medium
629,SoundArc Phones Item 629,Electronics,Phones,SoundArc,56.39,47.76,2022-02-19,High
630,Voltix Phones Item 630,Electronics,Phones,Voltix,551.29,436.52,2021-09-09,High
631,HomeWave Accessories Item 631,Electronics,Accessories,HomeWave,460.75,372.89,2023-04-10,Medium
632,SoundArc Accessories Item 632,Electronics,Accessories,SoundArc,462.53,356.04,2023-11-05,Low
633,HomeWave Accessories Item 633,Electronics,Accessories,HomeWave,498.72,395.48,2024-09-18,High
634,SoundArc Accessories Item 634,Electronics,Accessories,SoundArc,248.59,225.17,2022-06-07,Medium
635,Voltix Accessories Item 635,Electronics,Accessories,Voltix,632.79,446.27,2024-01-22,Medium
636,Voltix Accessories Item 636,Electronics,Accessories,Voltix,284.11,218.74,2021-11-15,Medium
637,NovaTech Accessories Item 637,Electronics,Accessories,NovaTech,422.86,330.7,2021-01-12,Medium
638,Voltix Accessories Item 638,Electronics,Accessories,Voltix,43.76,32.52,2022-01-20,Medium
639,NovaTech Accessories Item 639,Electronics,Accessories,NovaTech,183.88,142.24,2021-04-17,Medium
640,HomeWave Accessories Item 640,Electronics,Accessories,HomeWave,294.72,257.32,2021-01-06,Medium
641,SoundArc Accessories Item 641,Electronics,Accessories,SoundArc,184.68,134.17,2022-03-11,Medium
642,Voltix Accessories Item 642,Electronics,Accessories,Voltix,193.57,177.14,2022-10-24,Low
643,NovaTech Accessories Item 643,Electronics,Accessories,NovaTech,286.53,248.69,2022-09-17,Low
644,SoundArc Accessories Item 644,Electronics,Accessories,SoundArc,552.6,408.32,2024-07-14,Medium
645,SoundArc Accessories Item 645,Electronics,Accessories,SoundArc,187.17,140.2,2023-02-21,Medium
646,HomeWave Accessories Item 646,Electronics,Accessories,HomeWave,388.88,319.62,2022-07-01,Medium
647,HomeWave Accessories Item 647,Electronics,Accessories,HomeWave,175.7,154.08,2021-08-26,Medium
648,HomeWave Accessories Item 648,Electronics,Accessories,HomeWave,229.34,204.75,2023-12-10,Medium
649,NovaTech Accessories Item 649,Electronics,Accessories,NovaTech,196.84,162.96,2021-03-02,Medium
650,Voltix Accessories Item 650,Electronics,Accessories,Voltix,485.66,419.7,2022-04-11,Low
651,NovaTech Accessories Item 651,Electronics,Accessories,NovaTech,42.52,35.82,2021-02-27,High
652,HomeWave Accessories Item 652,Electronics,Accessories,HomeWave,464.88,397.64,2021-04-28,High
653,SoundArc Accessories Item 653,Electronics,Accessories,SoundArc,431.49,336.12,2024-04-09,Medium
654,HomeWave Accessories Item 654,Electronics,Accessories,HomeWave,541.34,427.88,2024-10-12,High
655,HomeWave Accessories Item 655,Electronics,Accessories,HomeWave,286.89,254.19,2022-03-04,Medium
656,NovaTech Accessories Item 656,Electronics,Accessories,NovaTech,368.89,275.65,2021-03-07,Medium
657,NovaTech Accessories Item 657,Electronics,Accessories,NovaTech,341.18,260.37,2024-12-24,Medium
658,SoundArc Accessories Item 658,Electronics,Accessories,SoundArc,445.44,325.72,2022-02-27,Medium
659,SoundArc Accessories Item 659,Electronics,Accessories,SoundArc,553.77,451.59,2022-01-07,High
660,HomeWave Accessories Item 660,Electronics,Accessories,HomeWave,296.95,258.06,2024-05-08,High
661,HomeWave Accessories Item 661,Electronics,Accessories,HomeWave,614.52,448.46,2021-10-26,High
662,NovaTech Accessories Item 662,Electronics,Accessories,NovaTech,31.5,27.87,2022-04-11,Medium
663,HomeWave Accessories Item 663,Electronics,Accessories,HomeWave,168.0,124.82,2022-02-20,Medium
664,HomeWave Accessories Item 664,Electronics,Accessories,HomeWave,478.25,394.18,2022-11-16,High
665,NovaTech Accessories Item 665,Electronics,Accessories,NovaTech,546.57,494.56,2023-10-19,High
666,SoundArc Accessories Item 666,Electronics,Accessories,SoundArc,492.1,406.95,2024-08-29,High
667,SoundArc Accessories Item 667,Electronics,Accessories,SoundArc,495.02,360.19,2021-02-12,Medium
668,Voltix Accessories Item 668,Electronics,Accessories,Voltix,325.32,242.79,2022-04-12,Medium
669,NovaTech Accessories Item 669,Electronics,Accessories,NovaTech,124.85,94.66,2022-10-23,High
670,NovaTech Accessories Item 670,Electronics,Accessories,NovaTech,606.54,517.87,2024-02-17,High
671,Voltix Accessories Item 671,Electronics,Accessories,Voltix,180.21,149.24,2021-12-23,Medium
672,Voltix Accessories Item 672,Electronics,Accessories,Voltix,139.06,115.97,2024-10-24,High
673,SoundArc Accessories Item 673,Electronics,Accessories,SoundArc,281.32,214.41,2022-05-31,Medium
674,Voltix Accessories Item 674,Electronics,Accessories,Voltix,146.08,120.71,2021-12-05,High
675,SoundArc Accessories Item 675,Electronics,Accessories,SoundArc,233.93,183.38,2024-03-28,High
676,SoundArc Audio Item 676,Electronics,Audio,SoundArc,453.16,379.57,2024-01-28,Medium
677,SoundArc Audio Item 677,Electronics,Audio,SoundArc,36.55,30.6,2021-10-12,High
678,SoundArc Audio Item 678,Electronics,Audio,SoundArc,344.66,242.93,2024-06-25,Medium
679,Voltix Audio Item 679,Electronics,Audio,Voltix,227.75,192.89,2021-12-15,Low
680,NovaTech Audio Item 680,Electronics,Audio,NovaTech,530.6,402.7,2024-04-23,Low
681,SoundArc Audio Item 681,Electronics,Audio,SoundArc,147.6,133.37,2023-05-10,Medium
682,SoundArc Audio Item 682,Electronics,Audio,SoundArc,246.49,193.76,2023-02-17,Low
683,Voltix Audio Item 683,Electronics,Audio,Voltix,142.31,111.1,2024-01-31,High
684,HomeWave Audio Item 684,Electronics,Audio,HomeWave,138.58,126.72,2024-09-05,Medium
685,Voltix Audio Item 685,Electronics,Audio,Voltix,219.11,158.48,2021-08-06,High
686,Voltix Audio Item 686,Electronics,Audio,Voltix,617.7,523.93,2024-11-07,Medium
687,NovaTech Audio Item 687,Electronics,Audio,NovaTech,309.64,242.01,2024-05-23,Medium
688,HomeWave Audio Item 688,Electronics,Audio,HomeWave,362.5,256.67,2024-10-29,High
689,NovaTech Audio Item 689,Electronics,Audio,NovaTech,375.69,269.62,2021-09-15,Medium
690,NovaTech Audio Item 690,Electronics,Audio,NovaTech,480.79,424.55,2022-04-03,Low
691,SoundArc Audio Item 691,Electronics,Audio,SoundArc,575.48,488.25,2022-09-15,Low
692,HomeWave Audio Item 692,Electronics,Audio,HomeWave,251.79,194.77,2022-05-14,Medium
693,Voltix Audio Item 693,Electronics,Audio,Voltix,381.04,308.37,2022-02-05,Medium
694,NovaTech Audio Item 694,Electronics,Audio,NovaTech,385.03,307.45,2022-09-20,Medium
695,NovaTech Audio Item 695,Electronics,Audio,NovaTech,520.3,470.94,2022-03-23,Medium
696,NovaTech Audio Item 696,Electronics,Audio,NovaTech,332.6,301.83,2021-09-27,Low
697,Voltix Audio Item 697,Electronics,Audio,Voltix,628.85,573.57,2021-09-21,Low
698,NovaTech Audio Item 698,Electronics,Audio,NovaTech,512.85,445.21,2021-01-14,Medium
699,Voltix Audio Item 699,Electronics,Audio,Voltix,446.83,327.82,2023-01-26,Low
700,NovaTech Audio Item 700,Electronics,Audio,NovaTech,365.16,308.09,2021-02-02,Medium
701,Voltix Audio Item 701,Electronics,Audio,Voltix,524.19,458.45,2021-03-31,High
702,Voltix Audio Item 702,Electronics,Audio,Voltix,364.66,319.38,2022-05-26,High
703,NovaTech Audio Item 703,Electronics,Audio,NovaTech,349.48,246.05,2024-04-05,Medium
704,NovaTech Audio Item 704,Electronics,Audio,NovaTech,167.56,135.75,2023-05-09,Medium
705,Voltix Audio Item 705,Electronics,Audio,Voltix,82.1,59.93,2021-02-25,Medium
706,HomeWave Audio Item 706,Electronics,Audio,HomeWave,39.14,28.36,2024-01-20,Medium
707,NovaTech Audio Item 707,Electronics,Audio,NovaTech,633.6,547.17,2022-05-19,Medium
708,SoundArc Audio Item 708,Electronics,Audio,SoundArc,107.45,82.42,2024-12-02,Low
709,HomeWave Audio Item 709,Electronics,Audio,HomeWave,304.07,266.54,2022-10-24,Medium
710,HomeWave Audio Item 710,Electronics,Audio,HomeWave,114.58,101.59,2022-12-25,Medium
711,NovaTech Audio Item 711,Electronics,Audio,NovaTech,42.64,36.04,2023-09-16,Medium
712,Voltix Audio Item 712,Electronics,Audio,Voltix,642.31,486.4,2022-01-12,Medium
713,NovaTech Audio Item 713,Electronics,Audio,NovaTech,417.49,378.22,2021-07-14,Medium
714,NovaTech Audio Item 714,Electronics,Audio,NovaTech,590.05,413.71,2022-11-24,Medium
715,NovaTech Audio Item 715,Electronics,Audio,NovaTech,24.18,18.64,2023-08-11,Low
716,SoundArc Audio Item 716,Electronics,Audio,SoundArc,617.47,457.6,2021-02-26,Medium
717,SoundArc Audio Item 717,Electronics,Audio,SoundArc,601.54,500.08,2021-05-08,Medium
718,NovaTech Audio Item 718,Electronics,Audio,NovaTech,477.9,348.8,2023-07-17,High
719,HomeWave Audio Item 719,Electronics,Audio,HomeWave,177.91,124.98,2021-06-07,Medium
720,HomeWave Audio Item 720,Electronics,Audio,HomeWave,86.68,69.79,2023-05-24,Low
